SMILES	SMILES_CANONICAL	MOLPORTID	STANDARD_INCHI	INCHIKEY	PRICERANGE_1MG	PRICERANGE_5MG	PRICERANGE_50MG	BEST_LEAD_TIME
COC1=C(CC(N)C(O)=O)C=CC=C1	COc1ccccc1CC(N)C(O)=O	MolPort-000-000-704	InChI=1S/C10H13NO3/c1-14-9-5-3-2-4-7(9)6-8(11)10(12)13/h2-5,8H,6,11H2,1H3,(H,12,13)	SEUPQWHWULSGJC-UHFFFAOYSA-N	< 50	< 50	50 - 100	2
COC1=CC=CC(=C1)C(N)CCO	COc1cccc(c1)C(N)CCO	MolPort-000-000-710	InChI=1S/C10H15NO2/c1-13-9-4-2-3-8(7-9)10(11)5-6-12/h2-4,7,10,12H,5-6,11H2,1H3	LZAZWHZPRDEQQK-UHFFFAOYSA-N	50 - 100	50 - 100	50 - 100	5
NC(CCO)C1=CC(Cl)=C(Cl)C=C1	NC(CCO)c1ccc(Cl)c(Cl)c1	MolPort-000-000-713	InChI=1S/C9H11Cl2NO/c10-7-2-1-6(5-8(7)11)9(12)3-4-13/h1-2,5,9,13H,3-4,12H2	CFNAMLAVUTUGPM-UHFFFAOYSA-N	100 - 250	100 - 250	100 - 250	10
NC(CCO)C1=CC=C(Cl)C=C1	NC(CCO)c1ccc(Cl)cc1	MolPort-000-000-714	InChI=1S/C9H12ClNO/c10-8-3-1-7(2-4-8)9(11)5-6-12/h1-4,9,12H,5-6,11H2	JGNACDMQJLVKIU-UHFFFAOYSA-N	< 50	< 50	< 50	2
NC(CCO)C1CC1	NC(CCO)C1CC1	MolPort-000-000-715	InChI=1S/C6H13NO/c7-6(3-4-8)5-1-2-5/h5-6,8H,1-4,7H2	UELSFEZAVWXJFT-UHFFFAOYSA-N	100 - 250	100 - 250	250 - 500	10
NC(CCO)C1CCCCC1	NC(CCO)C1CCCCC1	MolPort-000-000-716	InChI=1S/C9H19NO/c10-9(6-7-11)8-4-2-1-3-5-8/h8-9,11H,1-7,10H2	INIIZXNMNKIITF-UHFFFAOYSA-N	50 - 100	50 - 100	50 - 100	3
NC(CCO)C1=CC(=CC=C1)C(F)(F)F	NC(CCO)c1cccc(c1)C(F)(F)F	MolPort-000-000-718	InChI=1S/C10H12F3NO/c11-10(12,13)8-3-1-2-7(6-8)9(14)4-5-15/h1-3,6,9,15H,4-5,14H2	AITWXNLDCLFQPJ-UHFFFAOYSA-N	< 50	< 50	100 - 250	2
NC(CCO)C1=CC(F)=CC=C1	NC(CCO)c1cccc(F)c1	MolPort-000-000-719	InChI=1S/C9H12FNO/c10-8-3-1-2-7(6-8)9(11)4-5-12/h1-3,6,9,12H,4-5,11H2	ZCLXAQLZFPYYQJ-UHFFFAOYSA-N	100 - 250	100 - 250	100 - 250	5
CC(N)CCO	CC(N)CCO	MolPort-000-000-720	InChI=1S/C4H11NO/c1-4(5)2-3-6/h4,6H,2-3,5H2,1H3	AGMZSYQMSHMXLT-UHFFFAOYSA-N	< 50	< 50	< 50	5
NC(CCO)C1=CC=C(F)C=C1	NC(CCO)c1ccc(F)cc1	MolPort-000-000-721	InChI=1S/C9H12FNO/c10-8-3-1-7(2-4-8)9(11)5-6-12/h1-4,9,12H,5-6,11H2	CCJPLYPJQZYBLI-UHFFFAOYSA-N	< 50	< 50	< 50	2
CCOC1=CC=C(C=C1)C(N)CCO	CCOc1ccc(cc1)C(N)CCO	MolPort-000-000-723	InChI=1S/C11H17NO2/c1-2-14-10-5-3-9(4-6-10)11(12)7-8-13/h3-6,11,13H,2,7-8,12H2,1H3	IZBNPXYEYWHXKS-UHFFFAOYSA-N	< 50	< 50	100 - 250	2
CC(C)(C)OC(=O)N1CCC2=CC(N)=CC=C2C1	CC(C)(C)OC(=O)N1CCc2cc(N)ccc2C1	MolPort-000-000-725	InChI=1S/C14H20N2O2/c1-14(2,3)18-13(17)16-7-6-10-8-12(15)5-4-11(10)9-16/h4-5,8H,6-7,9,15H2,1-3H3	OLOIFCYZWOTWRO-UHFFFAOYSA-N	< 50	< 50	< 50	5
CC(C)(C)OC(=O)N1CCCC(N)C2=C1C=CC=C2	CC(C)(C)OC(=O)N1CCCC(N)c2ccccc12	MolPort-000-000-726	InChI=1S/C15H22N2O2/c1-15(2,3)19-14(18)17-10-6-8-12(16)11-7-4-5-9-13(11)17/h4-5,7,9,12H,6,8,10,16H2,1-3H3	ZSFIRJQRHJSLSZ-UHFFFAOYSA-N	50 - 100	50 - 100	50 - 100	5
CCOC(=O)C1=C(N)ON=C1C	CCOC(=O)c1c(C)noc1N	MolPort-000-000-727	InChI=1S/C7H10N2O3/c1-3-11-7(10)5-4(2)9-12-6(5)8/h3,8H2,1-2H3	ULIKRPZEQZFBPS-UHFFFAOYSA-N	< 50	< 50	50 - 100	3
CC1=NOC(N)=C1C(O)=O	Cc1noc(N)c1C(O)=O	MolPort-000-000-728	InChI=1S/C5H6N2O3/c1-2-3(5(8)9)4(6)10-7-2/h6H2,1H3,(H,8,9)	CNZBKZVKOBKIOR-UHFFFAOYSA-N	< 50	< 50	50 - 100	5
Cl.CCOC(=O)C(C)CN	Cl.CCOC(=O)C(C)CN	MolPort-000-000-732	InChI=1S/C6H13NO2.ClH/c1-3-9-6(8)5(2)4-7;/h5H,3-4,7H2,1-2H3;1H	JTJMQKNQRBCBJR-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	10
CCOC(=O)CC(N)C1=C(F)C=C(F)C=C1	CCOC(=O)CC(N)c1ccc(F)cc1F	MolPort-000-000-741	InChI=1S/C11H13F2NO2/c1-2-16-11(15)6-10(14)8-4-3-7(12)5-9(8)13/h3-5,10H,2,6,14H2,1H3	VNSICQFDYLZXLG-UHFFFAOYSA-N	50 - 100	50 - 100	50 - 100	10
NC1=CC(=CC=C1)C1=CC(CC(O)=O)=CC=C1	Nc1cccc(c1)-c1cccc(CC(O)=O)c1	MolPort-000-000-744	InChI=1S/C14H13NO2/c15-13-6-2-5-12(9-13)11-4-1-3-10(7-11)8-14(16)17/h1-7,9H,8,15H2,(H,16,17)	WUWAEOOQQHLCRJ-UHFFFAOYSA-N	250 - 500	250 - 500	250 - 500	5
NC1=CC(=CC=C1)C1=CC=C(CC(O)=O)C=C1	Nc1cccc(c1)-c1ccc(CC(O)=O)cc1	MolPort-000-000-745	InChI=1S/C14H13NO2/c15-13-3-1-2-12(9-13)11-6-4-10(5-7-11)8-14(16)17/h1-7,9H,8,15H2,(H,16,17)	NAAHKTGYIYVJMX-UHFFFAOYSA-N	100 - 250	100 - 250	100 - 250	5
NCC(O)C1=CC=CN=C1	NCC(O)c1cccnc1	MolPort-000-000-747	InChI=1S/C7H10N2O/c8-4-7(10)6-2-1-3-9-5-6/h1-3,5,7,10H,4,8H2	BTKNUYMZBBWHIM-UHFFFAOYSA-N	50 - 100	50 - 100	50 - 100	4
NCC(O)C1=NC=CC=C1	NCC(O)c1ccccn1	MolPort-000-000-748	InChI=1S/C7H10N2O/c8-5-7(10)6-3-1-2-4-9-6/h1-4,7,10H,5,8H2	FLYWNSMGGSBXLK-UHFFFAOYSA-N	50 - 100	50 - 100	50 - 100	5
NCC(O)C1=CC=NC=C1	NCC(O)c1ccncc1	MolPort-000-000-749	InChI=1S/C7H10N2O/c8-5-7(10)6-1-3-9-4-2-6/h1-4,7,10H,5,8H2	XYIUAYKSHAYZDY-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	7
Cl.NCC(O)C1=CC=CC=C1Cl	Cl.NCC(O)c1ccccc1Cl	MolPort-000-000-750	InChI=1S/C8H10ClNO.ClH/c9-7-4-2-1-3-6(7)8(11)5-10;/h1-4,8,11H,5,10H2;1H	VYTIVJJQSYZVAZ-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	5
NCC1=C(OC=C1)C(O)=O	NCc1ccoc1C(O)=O	MolPort-000-000-752	InChI=1S/C6H7NO3/c7-3-4-1-2-10-5(4)6(8)9/h1-2H,3,7H2,(H,8,9)	BJDBDPLJQFTEKJ-UHFFFAOYSA-N	50 - 100	50 - 100	null	10
NCCN1CCC(O)CC1	NCCN1CCC(O)CC1	MolPort-000-000-753	InChI=1S/C7H16N2O/c8-3-6-9-4-1-7(10)2-5-9/h7,10H,1-6,8H2	TVPOQFOCXVSORW-UHFFFAOYSA-N	< 50	< 50	50 - 100	5
NCC(O)C1=CC2=C(OCO2)C=C1	NCC(O)c1ccc2OCOc2c1	MolPort-000-000-754	InChI=1S/C9H11NO3/c10-4-7(11)6-1-2-8-9(3-6)13-5-12-8/h1-3,7,11H,4-5,10H2	NFDJYUZZSPJWLV-UHFFFAOYSA-N	250 - 500	250 - 500	250 - 500	5
OC(=O)C1=C(O)C(CC=C)=CC=C1	OC(=O)c1cccc(CC=C)c1O	MolPort-000-000-756	InChI=1S/C10H10O3/c1-2-4-7-5-3-6-8(9(7)11)10(12)13/h2-3,5-6,11H,1,4H2,(H,12,13)	YJLDIJDRZWBPEK-UHFFFAOYSA-N	< 50	< 50	100 - 250	2
NC1=C(F)C(F)=C(C=C1)C(O)=O	Nc1ccc(C(O)=O)c(F)c1F	MolPort-000-000-757	InChI=1S/C7H5F2NO2/c8-5-3(7(11)12)1-2-4(10)6(5)9/h1-2H,10H2,(H,11,12)	NGORASPPURCGPF-UHFFFAOYSA-N	< 50	< 50	< 50	2
CC1=C(N)C=CC(C(O)=O)=C1C	Cc1c(C)c(ccc1N)C(O)=O	MolPort-000-000-758	InChI=1S/C9H11NO2/c1-5-6(2)8(10)4-3-7(5)9(11)12/h3-4H,10H2,1-2H3,(H,11,12)	XLSZENRVQPEAHK-UHFFFAOYSA-N	< 50	< 50	< 50	2
CCC1=C(N)C=CC(=C1)C(O)=O	CCc1cc(ccc1N)C(O)=O	MolPort-000-000-759	InChI=1S/C9H11NO2/c1-2-6-5-7(9(11)12)3-4-8(6)10/h3-5H,2,10H2,1H3,(H,11,12)	MFTBLGQBZWFKHP-UHFFFAOYSA-N	< 50	< 50	< 50	5
CCOC(=O)C1=CN=C(N)N=C1	CCOC(=O)c1cnc(N)nc1	MolPort-000-000-760	InChI=1S/C7H9N3O2/c1-2-12-6(11)5-3-9-7(8)10-4-5/h3-4H,2H2,1H3,(H2,8,9,10)	GCGQBUJYXVSZBS-UHFFFAOYSA-N	< 50	< 50	< 50	2
NC1=CC(O)=CC=N1	Nc1cc(O)ccn1	MolPort-000-000-761	InChI=1S/C5H6N2O/c6-5-3-4(8)1-2-7-5/h1-3H,(H3,6,7,8)	HQNIMNQVKVPZES-UHFFFAOYSA-N	< 50	< 50	< 50	2
NC1=CN=CC=C1O	Nc1cnccc1O	MolPort-000-000-762	InChI=1S/C5H6N2O/c6-4-3-7-2-1-5(4)8/h1-3H,6H2,(H,7,8)	OIIBRAGQGFLUFI-UHFFFAOYSA-N	< 50	< 50	< 50	2
NC1=CN=CC(O)=C1	Nc1cncc(O)c1	MolPort-000-000-763	InChI=1S/C5H6N2O/c6-4-1-5(8)3-7-2-4/h1-3,8H,6H2	YZSGZMGPVYECOU-UHFFFAOYSA-N	< 50	< 50	< 50	5
Cl.NC1=CN=C(C=C1)C(O)=O	Cl.Nc1ccc(nc1)C(O)=O	MolPort-000-000-764	InChI=1S/C6H6N2O2.ClH/c7-4-1-2-5(6(9)10)8-3-4;/h1-3H,7H2,(H,9,10);1H	QTFKQVVVLWEWSQ-UHFFFAOYSA-N	< 50	< 50	< 50	10
Cl.NC1=NC=C(C=C1)C(O)=O	Cl.Nc1ccc(cn1)C(O)=O	MolPort-000-000-765	InChI=1S/C6H6N2O2.ClH/c7-5-2-1-4(3-8-5)6(9)10;/h1-3H,(H2,7,8)(H,9,10);1H	KPOMCBXVDGLPOJ-UHFFFAOYSA-N	< 50	< 50	null	10
NC1=CC=CC(=C1)C1=CC=CC(O)=C1	Nc1cccc(c1)-c1cccc(O)c1	MolPort-000-000-769	InChI=1S/C12H11NO/c13-11-5-1-3-9(7-11)10-4-2-6-12(14)8-10/h1-8,14H,13H2	BFTXLAFWQOHRMU-UHFFFAOYSA-N	250 - 500	250 - 500	250 - 500	10
CC(C)OC(=O)C1=CC=C(C=C1)C1=CC=C(N)C=C1	CC(C)OC(=O)c1ccc(cc1)-c1ccc(N)cc1	MolPort-000-000-771	InChI=1S/C16H17NO2/c1-11(2)19-16(18)14-5-3-12(4-6-14)13-7-9-15(17)10-8-13/h3-11H,17H2,1-2H3	OUJPIINBRGJOGR-UHFFFAOYSA-N	100 - 250	100 - 250	100 - 250	5
Cl.COC1=CC=C(C=C1)C(O)CN	Cl.COc1ccc(cc1)C(O)CN	MolPort-000-000-778	InChI=1S/C9H13NO2.ClH/c1-12-8-4-2-7(3-5-8)9(11)6-10;/h2-5,9,11H,6,10H2,1H3;1H	CDNSABGZBDLITM-UHFFFAOYSA-N	< 50	< 50	50 - 100	5
OC(=O)C(O)=O.NCC(O)C1=CC(Cl)=C(Cl)C=C1	OC(=O)C(O)=O.NCC(O)c1ccc(Cl)c(Cl)c1	MolPort-000-000-779	InChI=1S/C8H9Cl2NO.C2H2O4/c9-6-2-1-5(3-7(6)10)8(12)4-11;3-1(4)2(5)6/h1-3,8,12H,4,11H2;(H,3,4)(H,5,6)	DMDRATFMNKMMCW-UHFFFAOYSA-N	250 - 500	250 - 500	250 - 500	5
NCC(O)CC1=CC=CC=C1	NCC(O)Cc1ccccc1	MolPort-000-000-780	InChI=1S/C9H13NO/c10-7-9(11)6-8-4-2-1-3-5-8/h1-5,9,11H,6-7,10H2	JIIXMZQZEAAIJX-UHFFFAOYSA-N	< 50	< 50	< 50	5
CC(C)(C)OC(=O)N1CCN(CC1)C1=C(C=C(N)C=C1)C(F)(F)F	CC(C)(C)OC(=O)N1CCN(CC1)c1ccc(N)cc1C(F)(F)F	MolPort-000-000-781	InChI=1S/C16H22F3N3O2/c1-15(2,3)24-14(23)22-8-6-21(7-9-22)13-5-4-11(20)10-12(13)16(17,18)19/h4-5,10H,6-9,20H2,1-3H3	PYQPVPBYELLURV-UHFFFAOYSA-N	< 50	< 50	< 50	2
CC1=CC(=C(O)C=C1)C(C)(N)C(O)=O	Cc1ccc(O)c(c1)C(C)(N)C(O)=O	MolPort-000-000-782	InChI=1S/C10H13NO3/c1-6-3-4-8(12)7(5-6)10(2,11)9(13)14/h3-5,12H,11H2,1-2H3,(H,13,14)	VWFLEXUNTGIBFT-UHFFFAOYSA-N	< 50	< 50	null	10
CC(O)C1=NC2=CC(N)=CC=C2N1C	CC(O)c1nc2cc(N)ccc2n1C	MolPort-000-000-784	InChI=1S/C10H13N3O/c1-6(14)10-12-8-5-7(11)3-4-9(8)13(10)2/h3-6,14H,11H2,1-2H3	PTLXUUYCWGCBOB-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
CC1=C(C=NC(N)=N1)C(O)=O	Cc1nc(N)ncc1C(O)=O	MolPort-000-000-785	InChI=1S/C6H7N3O2/c1-3-4(5(10)11)2-8-6(7)9-3/h2H,1H3,(H,10,11)(H2,7,8,9)	DUWNUQBBVGEJPV-UHFFFAOYSA-N	< 50	< 50	50 - 100	2
NCC(F)(F)C(O)=O	NCC(F)(F)C(O)=O	MolPort-000-000-787	InChI=1S/C3H5F2NO2/c4-3(5,1-6)2(7)8/h1,6H2,(H,7,8)	OEXAUVBPMONLBF-UHFFFAOYSA-N	250 - 500	250 - 500	250 - 500	10
CCOC(=O)C1=CC(N)=CC(F)=C1	CCOC(=O)c1cc(N)cc(F)c1	MolPort-000-000-788	InChI=1S/C9H10FNO2/c1-2-13-9(12)6-3-7(10)5-8(11)4-6/h3-5H,2,11H2,1H3	WWQHGHVXYIMKGU-UHFFFAOYSA-N	100 - 250	100 - 250	100 - 250	5
COC(=O)C1=C(N)C2=CC(OC)=C(OC)C=C2N1	COC(=O)c1[nH]c2cc(OC)c(OC)cc2c1N	MolPort-000-000-797	InChI=1S/C12H14N2O4/c1-16-8-4-6-7(5-9(8)17-2)14-11(10(6)13)12(15)18-3/h4-5,14H,13H2,1-3H3	FGROIQSYBUMDNK-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
COC(=O)C1=C(NC(C)=O)C2=C(OC)C=CC=C2N1	COC(=O)c1[nH]c2cccc(OC)c2c1NC(C)=O	MolPort-000-000-799	InChI=1S/C13H14N2O4/c1-7(16)14-11-10-8(5-4-6-9(10)18-2)15-12(11)13(17)19-3/h4-6,15H,1-3H3,(H,14,16)	HQGNDBNYUTYNIK-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
CC(C)(C)OC(=O)N1CCC(CC1)C1=CC(N)=CC=C1	CC(C)(C)OC(=O)N1CCC(CC1)c1cccc(N)c1	MolPort-000-000-803	InChI=1S/C16H24N2O2/c1-16(2,3)20-15(19)18-9-7-12(8-10-18)13-5-4-6-14(17)11-13/h4-6,11-12H,7-10,17H2,1-3H3	INZSWUJHGMIAJM-UHFFFAOYSA-N	50 - 100	50 - 100	50 - 100	5
CC(C)(C)OC(=O)N1CCC(CC1)C1=CC=CC=C1N	CC(C)(C)OC(=O)N1CCC(CC1)c1ccccc1N	MolPort-000-000-804	InChI=1S/C16H24N2O2/c1-16(2,3)20-15(19)18-10-8-12(9-11-18)13-6-4-5-7-14(13)17/h4-7,12H,8-11,17H2,1-3H3	BSLRAYZVIBFRQQ-UHFFFAOYSA-N	100 - 250	100 - 250	100 - 250	10
CC(C)(C)OC(=O)N1CCC(CC1)C1=CC=C(N)C=C1	CC(C)(C)OC(=O)N1CCC(CC1)c1ccc(N)cc1	MolPort-000-000-805	InChI=1S/C16H24N2O2/c1-16(2,3)20-15(19)18-10-8-13(9-11-18)12-4-6-14(17)7-5-12/h4-7,13H,8-11,17H2,1-3H3	YRLQFRXDWBFGMK-UHFFFAOYSA-N	< 50	< 50	< 50	5
CC(C)(C)OC(=O)N1CCCC(C1)C1=CC=C(N)C=C1	CC(C)(C)OC(=O)N1CCCC(C1)c1ccc(N)cc1	MolPort-000-000-806	InChI=1S/C16H24N2O2/c1-16(2,3)20-15(19)18-10-4-5-13(11-18)12-6-8-14(17)9-7-12/h6-9,13H,4-5,10-11,17H2,1-3H3	SWUANUQBXJNXGP-UHFFFAOYSA-N	< 50	< 50	< 50	2
Cl.CCOC(=O)C1=NC(N)=CN1C	Cl.CCOC(=O)c1nc(N)cn1C	MolPort-000-000-808	InChI=1S/C7H11N3O2.ClH/c1-3-12-7(11)6-9-5(8)4-10(6)2;/h4H,3,8H2,1-2H3;1H	CQRVNNMJJDJXPE-UHFFFAOYSA-N	50 - 100	50 - 100	50 - 100	5
COC(=O)C1=C(CN)C2=CC=CC=C2N1	COC(=O)c1[nH]c2ccccc2c1CN	MolPort-000-000-811	InChI=1S/C11H12N2O2/c1-15-11(14)10-8(6-12)7-4-2-3-5-9(7)13-10/h2-5,13H,6,12H2,1H3	RLYPYCFUXGOUCS-UHFFFAOYSA-N	< 50	< 50	100 - 250	2
COC1=C(OC)C=C(C=C1)C(N)CCO	COc1ccc(cc1OC)C(N)CCO	MolPort-000-000-812	InChI=1S/C11H17NO3/c1-14-10-4-3-8(7-11(10)15-2)9(12)5-6-13/h3-4,7,9,13H,5-6,12H2,1-2H3	LIVKGYIUNICCIZ-UHFFFAOYSA-N	< 50	< 50	100 - 250	2
CCOC(=O)C1=CN=C2N(C)N=CC2=C1N	CCOC(=O)c1cnc2n(C)ncc2c1N	MolPort-000-000-813	InChI=1S/C10H12N4O2/c1-3-16-10(15)7-4-12-9-6(8(7)11)5-13-14(9)2/h4-5H,3H2,1-2H3,(H2,11,12)	BCFGITSETRWXNU-UHFFFAOYSA-N	100 - 250	100 - 250	100 - 250	2
NC1=CC(=O)CC(C1)C1=CC=C(Cl)C=C1	NC1=CC(=O)CC(C1)c1ccc(Cl)cc1	MolPort-000-000-814	InChI=1S/C12H12ClNO/c13-10-3-1-8(2-4-10)9-5-11(14)7-12(15)6-9/h1-4,7,9H,5-6,14H2	PDFBDCHLULBNQS-UHFFFAOYSA-N	< 50	< 50	100 - 250	2
NC(=O)C1CCN(CC1)C1=CC(Cl)=NC(N)=N1	NC(=O)C1CCN(CC1)c1cc(Cl)nc(N)n1	MolPort-000-000-817	InChI=1S/C10H14ClN5O/c11-7-5-8(15-10(13)14-7)16-3-1-6(2-4-16)9(12)17/h5-6H,1-4H2,(H2,12,17)(H2,13,14,15)	REKVAPJPSBOFRW-UHFFFAOYSA-N	< 50	< 50	50 - 100	2
COC(=O)C1CCN(CC1)C1=CC(Cl)=NC(N)=N1	COC(=O)C1CCN(CC1)c1cc(Cl)nc(N)n1	MolPort-000-000-818	InChI=1S/C11H15ClN4O2/c1-18-10(17)7-2-4-16(5-3-7)9-6-8(12)14-11(13)15-9/h6-7H,2-5H2,1H3,(H2,13,14,15)	ATFYGPORNCPDNP-UHFFFAOYSA-N	< 50	< 50	100 - 250	2
CCOC(=O)C1=C(N)NC2=CC=C(C=C12)C(F)(F)F	CCOC(=O)c1c(N)[nH]c2ccc(cc12)C(F)(F)F	MolPort-000-000-819	InChI=1S/C12H11F3N2O2/c1-2-19-11(18)9-7-5-6(12(13,14)15)3-4-8(7)17-10(9)16/h3-5,17H,2,16H2,1H3	ODLOCUHRNUZQRC-UHFFFAOYSA-N	< 50	< 50	100 - 250	2
NCC1=CC=C(C=C1)N1CCC(O)CC1	NCc1ccc(cc1)N1CCC(O)CC1	MolPort-000-000-820	InChI=1S/C12H18N2O/c13-9-10-1-3-11(4-2-10)14-7-5-12(15)6-8-14/h1-4,12,15H,5-9,13H2	BIIAKXLPAKKIDO-UHFFFAOYSA-N	50 - 100	50 - 100	50 - 100	10
COC(=O)C1CN(C1)C(=O)OC(C)(C)C	COC(=O)C1CN(C1)C(=O)OC(C)(C)C	MolPort-000-000-821	InChI=1S/C10H17NO4/c1-10(2,3)15-9(13)11-5-7(6-11)8(12)14-4/h7H,5-6H2,1-4H3	SECFRXGVLMVUPD-UHFFFAOYSA-N	< 50	< 50	< 50	2
NCC1=CC=C(CN2CCC(O)CC2)C=C1	NCc1ccc(CN2CCC(O)CC2)cc1	MolPort-000-000-822	InChI=1S/C13H20N2O/c14-9-11-1-3-12(4-2-11)10-15-7-5-13(16)6-8-15/h1-4,13,16H,5-10,14H2	JTGIUXXVEATROB-UHFFFAOYSA-N	< 50	< 50	< 50	10
CC(C)(C)OC(=O)N1CCCCCC1CN	CC(C)(C)OC(=O)N1CCCCCC1CN	MolPort-000-000-824	InChI=1S/C12H24N2O2/c1-12(2,3)16-11(15)14-8-6-4-5-7-10(14)9-13/h10H,4-9,13H2,1-3H3	JSPIOSPOMRTJBE-UHFFFAOYSA-N	100 - 250	100 - 250	100 - 250	10
CC(C)(C)OC(=O)N1C=CC2=CC(N)=CC=C12	CC(C)(C)OC(=O)n1ccc2cc(N)ccc12	MolPort-000-000-825	InChI=1S/C13H16N2O2/c1-13(2,3)17-12(16)15-7-6-9-8-10(14)4-5-11(9)15/h4-8H,14H2,1-3H3	KYCVRKPFNLCHLL-UHFFFAOYSA-N	< 50	< 50	< 50	2
COC(=O)C1CN1C(=O)OCC1=CC=CC=C1	COC(=O)C1CN1C(=O)OCc1ccccc1	MolPort-000-000-830	InChI=1S/C12H13NO4/c1-16-11(14)10-7-13(10)12(15)17-8-9-5-3-2-4-6-9/h2-6,10H,7-8H2,1H3	GTZJUBQWCWZING-UHFFFAOYSA-N	250 - 500	250 - 500	250 - 500	10
CC(C)(C)OC(=O)N1CCCCC1CCCN	CC(C)(C)OC(=O)N1CCCCC1CCCN	MolPort-000-000-831	InChI=1S/C13H26N2O2/c1-13(2,3)17-12(16)15-10-5-4-7-11(15)8-6-9-14/h11H,4-10,14H2,1-3H3	DEVQNGIGYDAQMD-UHFFFAOYSA-N	500 - 1000	500 - 1000	500 - 1000	7
CC(C)(C)OC(=O)N1C=CC2=CC(CN)=CC=C12	CC(C)(C)OC(=O)n1ccc2cc(CN)ccc12	MolPort-000-000-832	InChI=1S/C14H18N2O2/c1-14(2,3)18-13(17)16-7-6-11-8-10(9-15)4-5-12(11)16/h4-8H,9,15H2,1-3H3	GSCAJWQEJGGGJL-UHFFFAOYSA-N	100 - 250	100 - 250	100 - 250	10
CC(C)(C)OC(=O)N1CCC2=C(C1)C=C(N)C=C2	CC(C)(C)OC(=O)N1CCc2ccc(N)cc2C1	MolPort-000-000-833	InChI=1S/C14H20N2O2/c1-14(2,3)18-13(17)16-7-6-10-4-5-12(15)8-11(10)9-16/h4-5,8H,6-7,9,15H2,1-3H3	AGRBXKCSGCUXST-UHFFFAOYSA-N	< 50	< 50	< 50	5
CCOC(=O)C1CCN(CC1)C1=C(N)C=CC=C1	CCOC(=O)C1CCN(CC1)c1ccccc1N	MolPort-000-000-838	InChI=1S/C14H20N2O2/c1-2-18-14(17)11-7-9-16(10-8-11)13-6-4-3-5-12(13)15/h3-6,11H,2,7-10,15H2,1H3	JGVAQBPBZSYFRN-UHFFFAOYSA-N	250 - 500	250 - 500	250 - 500	5
CC(C)(C)OC(=O)N1CCC(CC1)C(N)CC(O)=O	CC(C)(C)OC(=O)N1CCC(CC1)C(N)CC(O)=O	MolPort-000-000-844	InChI=1S/C13H24N2O4/c1-13(2,3)19-12(18)15-6-4-9(5-7-15)10(14)8-11(16)17/h9-10H,4-8,14H2,1-3H3,(H,16,17)	COIKOWZPIUVFDC-UHFFFAOYSA-N	250 - 500	250 - 500	250 - 500	7
CC(C)(C)OC(=O)N1CCN(CC1)C1=CC(N)=CC=C1	CC(C)(C)OC(=O)N1CCN(CC1)c1cccc(N)c1	MolPort-000-000-847	InChI=1S/C15H23N3O2/c1-15(2,3)20-14(19)18-9-7-17(8-10-18)13-6-4-5-12(16)11-13/h4-6,11H,7-10,16H2,1-3H3	GCSOXUVISUKQBS-UHFFFAOYSA-N	100 - 250	100 - 250	100 - 250	5
CC(C)(C)OC(=O)N1CCN(CC1)C1=CC(CN)=CC=C1	CC(C)(C)OC(=O)N1CCN(CC1)c1cccc(CN)c1	MolPort-000-000-850	InChI=1S/C16H25N3O2/c1-16(2,3)21-15(20)19-9-7-18(8-10-19)14-6-4-5-13(11-14)12-17/h4-6,11H,7-10,12,17H2,1-3H3	HOJRJVRBLJRPAD-UHFFFAOYSA-N	100 - 250	100 - 250	100 - 250	5
Cl.CC1=CC(O)=CC(C)=C1C[C@H](N)C(O)=O	Cl.Cc1cc(O)cc(C)c1C[C@H](N)C(O)=O	MolPort-000-000-857	InChI=1S/C11H15NO3.ClH/c1-6-3-8(13)4-7(2)9(6)5-10(12)11(14)15;/h3-4,10,13H,5,12H2,1-2H3,(H,14,15);1H/t10-;/m0./s1	WEZPIGXFXWUCDS-PPHPATTJSA-N	< 50	< 50	100 - 250	2
CC(C)(C)OC(=O)N1CCN(CCCN)CC1	CC(C)(C)OC(=O)N1CCN(CCCN)CC1	MolPort-000-000-858	InChI=1S/C12H25N3O2/c1-12(2,3)17-11(16)15-9-7-14(8-10-15)6-4-5-13/h4-10,13H2,1-3H3	DQLCYLFCLQPLSY-UHFFFAOYSA-N	< 50	< 50	< 50	2
CC(C)(C)C1=CC=C(N)C(=C1)C(O)=O	CC(C)(C)c1ccc(N)c(c1)C(O)=O	MolPort-000-000-859	InChI=1S/C11H15NO2/c1-11(2,3)7-4-5-9(12)8(6-7)10(13)14/h4-6H,12H2,1-3H3,(H,13,14)	ULCQYHAVDRBIAG-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
COC(=O)C1=CC(=CC(N)=C1)C(F)(F)F	COC(=O)c1cc(N)cc(c1)C(F)(F)F	MolPort-000-000-863	InChI=1S/C9H8F3NO2/c1-15-8(14)5-2-6(9(10,11)12)4-7(13)3-5/h2-4H,13H2,1H3	UOVPHHSFTNRQHJ-UHFFFAOYSA-N	< 50	< 50	< 50	2
