SMILES	SMILES_CANONICAL	MOLPORTID	STANDARD_INCHI	INCHIKEY	PRICERANGE_1MG	PRICERANGE_5MG	PRICERANGE_50MG	BEST_LEAD_TIME
COC1=C(C=CC=C1)C1=NN=C2SC(=NN12)C1=CC=CC2=CC=CC=C12	COc1ccccc1-c1nnc2sc(nn12)-c1cccc2ccccc12	MolPort-000-116-519	InChI=1S/C20H14N4OS/c1-25-17-12-5-4-10-16(17)18-21-22-20-24(18)23-19(26-20)15-11-6-8-13-7-2-3-9-14(13)15/h2-12H,1H3	BYDDOGSPKIISAJ-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
C(N1C=NC2=CC=CC=C12)C1=NN=C2SC(CC3=CC=CC4=CC=CC=C34)=NN12	C(c1nn2c(Cn3cnc4ccccc34)nnc2s1)c1cccc2ccccc12	MolPort-000-116-520	InChI=1S/C22H16N6S/c1-2-9-17-15(6-1)7-5-8-16(17)12-21-26-28-20(24-25-22(28)29-21)13-27-14-23-18-10-3-4-11-19(18)27/h1-11,14H,12-13H2	JQZVSERRRLJYDL-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
CC1=CC2=C(S1)N=C(SCC(=O)C1=CC=C(C)C=C1)N(CC1=CC=CO1)C2=O	Cc1cc2c(nc(SCC(=O)c3ccc(C)cc3)n(Cc3ccco3)c2=O)s1	MolPort-000-116-521	InChI=1S/C21H18N2O3S2/c1-13-5-7-15(8-6-13)18(24)12-27-21-22-19-17(10-14(2)28-19)20(25)23(21)11-16-4-3-9-26-16/h3-10H,11-12H2,1-2H3	QLPWDPLEHAAHIB-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	10
CC1=CC2=C(S1)N=C(SCC(=O)C1=CC=C(F)C=C1)N(CC1=CC=CO1)C2=O	Cc1cc2c(nc(SCC(=O)c3ccc(F)cc3)n(Cc3ccco3)c2=O)s1	MolPort-000-116-522	InChI=1S/C20H15FN2O3S2/c1-12-9-16-18(28-12)22-20(23(19(16)25)10-15-3-2-8-26-15)27-11-17(24)13-4-6-14(21)7-5-13/h2-9H,10-11H2,1H3	IFVRSEQFTSYXBY-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	7
CC1=CC2=C(S1)N=C(SCC(=O)C1=CC=C(Cl)C=C1)N(CC1=CC=CO1)C2=O	Cc1cc2c(nc(SCC(=O)c3ccc(Cl)cc3)n(Cc3ccco3)c2=O)s1	MolPort-000-116-523	InChI=1S/C20H15ClN2O3S2/c1-12-9-16-18(28-12)22-20(23(19(16)25)10-15-3-2-8-26-15)27-11-17(24)13-4-6-14(21)7-5-13/h2-9H,10-11H2,1H3	KRVDCHDLQJGFMZ-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	10
CCC1=CC=C(C=C1)C(=O)CSC1=NC2=C(C=C(C)S2)C(=O)N1CC1=CC=CO1	CCc1ccc(cc1)C(=O)CSc1nc2sc(C)cc2c(=O)n1Cc1ccco1	MolPort-000-116-524	InChI=1S/C22H20N2O3S2/c1-3-15-6-8-16(9-7-15)19(25)13-28-22-23-20-18(11-14(2)29-20)21(26)24(22)12-17-5-4-10-27-17/h4-11H,3,12-13H2,1-2H3	VFBDNFLWQFDLNG-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	10
COC1=CC=C(C=C1)C(=O)CSC1=NC2=C(C=C(C)S2)C(=O)N1CC1=CC=CO1	COc1ccc(cc1)C(=O)CSc1nc2sc(C)cc2c(=O)n1Cc1ccco1	MolPort-000-116-525	InChI=1S/C21H18N2O4S2/c1-13-10-17-19(29-13)22-21(23(20(17)25)11-16-4-3-9-27-16)28-12-18(24)14-5-7-15(26-2)8-6-14/h3-10H,11-12H2,1-2H3	WGDGJAZMCYXMLR-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	7
CCOC1=CC=C(C=C1)C(=O)CSC1=NC2=C(C=C(C)S2)C(=O)N1CC1=CC=CO1	CCOc1ccc(cc1)C(=O)CSc1nc2sc(C)cc2c(=O)n1Cc1ccco1	MolPort-000-116-526	InChI=1S/C22H20N2O4S2/c1-3-27-16-8-6-15(7-9-16)19(25)13-29-22-23-20-18(11-14(2)30-20)21(26)24(22)12-17-5-4-10-28-17/h4-11H,3,12-13H2,1-2H3	XCMADIDKNJGCLR-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	10
CC1=CC2=C(S1)N=C(SCC(=O)C1=CC=CS1)N(CC1=CC=CO1)C2=O	Cc1cc2c(nc(SCC(=O)c3cccs3)n(Cc3ccco3)c2=O)s1	MolPort-000-116-527	InChI=1S/C18H14N2O3S3/c1-11-8-13-16(26-11)19-18(25-10-14(21)15-5-3-7-24-15)20(17(13)22)9-12-4-2-6-23-12/h2-8H,9-10H2,1H3	HNFYOTSZDFSTLP-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	10
CC1=CC2=C(S1)N=C(SCC(O)=O)N(CC1=CC=CO1)C2=O	Cc1cc2c(nc(SCC(O)=O)n(Cc3ccco3)c2=O)s1	MolPort-000-116-528	InChI=1S/C14H12N2O4S2/c1-8-5-10-12(22-8)15-14(21-7-11(17)18)16(13(10)19)6-9-3-2-4-20-9/h2-5H,6-7H2,1H3,(H,17,18)	MTBIOBPJWBROFU-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	7
CC1=CC2=C(S1)N=C(SCC(=O)NC1=C(F)C=CC=C1)N(CC1=CC=CO1)C2=O	Cc1cc2c(nc(SCC(=O)Nc3ccccc3F)n(Cc3ccco3)c2=O)s1	MolPort-000-116-529	InChI=1S/C20H16FN3O3S2/c1-12-9-14-18(29-12)23-20(24(19(14)26)10-13-5-4-8-27-13)28-11-17(25)22-16-7-3-2-6-15(16)21/h2-9H,10-11H2,1H3,(H,22,25)	YLYLFWNWTYUTOX-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	10
CC1=CC2=C(S1)N=C(SCC(=O)NC1=CC(F)=CC=C1)N(CC1=CC=CO1)C2=O	Cc1cc2c(nc(SCC(=O)Nc3cccc(F)c3)n(Cc3ccco3)c2=O)s1	MolPort-000-116-530	InChI=1S/C20H16FN3O3S2/c1-12-8-16-18(29-12)23-20(24(19(16)26)10-15-6-3-7-27-15)28-11-17(25)22-14-5-2-4-13(21)9-14/h2-9H,10-11H2,1H3,(H,22,25)	RPOSHUMMIJFNSB-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	10
CC1=CC2=C(S1)N=C(SCC(=O)NC1=CC=C(F)C=C1)N(CC1=CC=CO1)C2=O	Cc1cc2c(nc(SCC(=O)Nc3ccc(F)cc3)n(Cc3ccco3)c2=O)s1	MolPort-000-116-531	InChI=1S/C20H16FN3O3S2/c1-12-9-16-18(29-12)23-20(24(19(16)26)10-15-3-2-8-27-15)28-11-17(25)22-14-6-4-13(21)5-7-14/h2-9H,10-11H2,1H3,(H,22,25)	JEDJTASPSJZATA-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	7
CC1=CC2=C(S1)N=C(SCC(=O)NC1=C(Cl)C=CC=C1)N(CC1=CC=CO1)C2=O	Cc1cc2c(nc(SCC(=O)Nc3ccccc3Cl)n(Cc3ccco3)c2=O)s1	MolPort-000-116-532	InChI=1S/C20H16ClN3O3S2/c1-12-9-14-18(29-12)23-20(24(19(14)26)10-13-5-4-8-27-13)28-11-17(25)22-16-7-3-2-6-15(16)21/h2-9H,10-11H2,1H3,(H,22,25)	KGMBUXYLODYDRT-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	7
COC1=C(NC(=O)CSC2=NC3=C(C=C(C)S3)C(=O)N2CC2=CC=CO2)C=CC=C1	COc1ccccc1NC(=O)CSc1nc2sc(C)cc2c(=O)n1Cc1ccco1	MolPort-000-116-538	InChI=1S/C21H19N3O4S2/c1-13-10-15-19(30-13)23-21(24(20(15)26)11-14-6-5-9-28-14)29-12-18(25)22-16-7-3-4-8-17(16)27-2/h3-10H,11-12H2,1-2H3,(H,22,25)	IDSUFVFXRVCDRR-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	7
COC1=CC=CC(NC(=O)CSC2=NC3=C(C=C(C)S3)C(=O)N2CC2=CC=CO2)=C1	COc1cccc(NC(=O)CSc2nc3sc(C)cc3c(=O)n2Cc2ccco2)c1	MolPort-000-116-539	InChI=1S/C21H19N3O4S2/c1-13-9-17-19(30-13)23-21(24(20(17)26)11-16-7-4-8-28-16)29-12-18(25)22-14-5-3-6-15(10-14)27-2/h3-10H,11-12H2,1-2H3,(H,22,25)	QAYZUYNLTJJXAE-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	7
COC1=CC=C(NC(=O)CSC2=NC3=C(C=C(C)S3)C(=O)N2CC2=CC=CO2)C=C1	COc1ccc(NC(=O)CSc2nc3sc(C)cc3c(=O)n2Cc2ccco2)cc1	MolPort-000-116-540	InChI=1S/C21H19N3O4S2/c1-13-10-17-19(30-13)23-21(24(20(17)26)11-16-4-3-9-28-16)29-12-18(25)22-14-5-7-15(27-2)8-6-14/h3-10H,11-12H2,1-2H3,(H,22,25)	UHOZSNXLALBXFQ-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	10
CC1=CC2=C(S1)N=C(SCC(=O)NC1=C(C)C(C)=CC=C1)N(CC1=CC=CO1)C2=O	Cc1cc2c(nc(SCC(=O)Nc3cccc(C)c3C)n(Cc3ccco3)c2=O)s1	MolPort-000-116-541	InChI=1S/C22H21N3O3S2/c1-13-6-4-8-18(15(13)3)23-19(26)12-29-22-24-20-17(10-14(2)30-20)21(27)25(22)11-16-7-5-9-28-16/h4-10H,11-12H2,1-3H3,(H,23,26)	NTXSXBPCBXRDJV-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	7
CC1=CC2=C(S1)N=C(SCC(=O)NC1=C(C)C=C(C)C=C1)N(CC1=CC=CO1)C2=O	Cc1cc2c(nc(SCC(=O)Nc3ccc(C)cc3C)n(Cc3ccco3)c2=O)s1	MolPort-000-116-542	InChI=1S/C22H21N3O3S2/c1-13-6-7-18(14(2)9-13)23-19(26)12-29-22-24-20-17(10-15(3)30-20)21(27)25(22)11-16-5-4-8-28-16/h4-10H,11-12H2,1-3H3,(H,23,26)	WOXUSABOAIBACB-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	7
CC1=CC2=C(S1)N=C(SCC(=O)NC1=C(C)C=CC(C)=C1)N(CC1=CC=CO1)C2=O	Cc1cc2c(nc(SCC(=O)Nc3cc(C)ccc3C)n(Cc3ccco3)c2=O)s1	MolPort-000-116-543	InChI=1S/C22H21N3O3S2/c1-13-6-7-14(2)18(9-13)23-19(26)12-29-22-24-20-17(10-15(3)30-20)21(27)25(22)11-16-5-4-8-28-16/h4-10H,11-12H2,1-3H3,(H,23,26)	UTKRLRDNUWKJLK-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	7
CC1=CC2=C(S1)N=C(SCC(=O)NC1=CC=C(C)C(C)=C1)N(CC1=CC=CO1)C2=O	Cc1cc2c(nc(SCC(=O)Nc3ccc(C)c(C)c3)n(Cc3ccco3)c2=O)s1	MolPort-000-116-544	InChI=1S/C22H21N3O3S2/c1-13-6-7-16(9-14(13)2)23-19(26)12-29-22-24-20-18(10-15(3)30-20)21(27)25(22)11-17-5-4-8-28-17/h4-10H,11-12H2,1-3H3,(H,23,26)	OGKGJFQSBNNUTD-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	7
CC1=CC2=C(S1)N=C(SCC(=O)NC1=C(O)C=CC=C1)N(CC1=CC=CO1)C2=O	Cc1cc2c(nc(SCC(=O)Nc3ccccc3O)n(Cc3ccco3)c2=O)s1	MolPort-000-116-546	InChI=1S/C20H17N3O4S2/c1-12-9-14-18(29-12)22-20(23(19(14)26)10-13-5-4-8-27-13)28-11-17(25)21-15-6-2-3-7-16(15)24/h2-9,24H,10-11H2,1H3,(H,21,25)	PGHSOMYLDFPWQV-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	7
CC1=CC2=C(S1)N=C(SCC(=O)NC1=CC(O)=CC=C1)N(CC1=CC=CO1)C2=O	Cc1cc2c(nc(SCC(=O)Nc3cccc(O)c3)n(Cc3ccco3)c2=O)s1	MolPort-000-116-547	InChI=1S/C20H17N3O4S2/c1-12-8-16-18(29-12)22-20(23(19(16)26)10-15-6-3-7-27-15)28-11-17(25)21-13-4-2-5-14(24)9-13/h2-9,24H,10-11H2,1H3,(H,21,25)	RBJUDLYGOCDVIY-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	7
CC1=CC2=C(S1)N=C(SCC(=O)NC1=CC=C(O)C=C1)N(CC1=CC=CO1)C2=O	Cc1cc2c(nc(SCC(=O)Nc3ccc(O)cc3)n(Cc3ccco3)c2=O)s1	MolPort-000-116-548	InChI=1S/C20H17N3O4S2/c1-12-9-16-18(29-12)22-20(23(19(16)26)10-15-3-2-8-27-15)28-11-17(25)21-13-4-6-14(24)7-5-13/h2-9,24H,10-11H2,1H3,(H,21,25)	NGWMJONWEJWHMI-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	7
CC1=CC2=C(S1)N=C(SCC(=O)NCC1=CC=CC=C1)N(CC1=CC=CO1)C2=O	Cc1cc2c(nc(SCC(=O)NCc3ccccc3)n(Cc3ccco3)c2=O)s1	MolPort-000-116-550	InChI=1S/C21H19N3O3S2/c1-14-10-17-19(29-14)23-21(24(20(17)26)12-16-8-5-9-27-16)28-13-18(25)22-11-15-6-3-2-4-7-15/h2-10H,11-13H2,1H3,(H,22,25)	CYPLARLOEOCJAM-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	7
CC1=CC2=C(S1)N=C(SCC(=O)NC1CCCCC1)N(CC1=CC=CO1)C2=O	Cc1cc2c(nc(SCC(=O)NC3CCCCC3)n(Cc3ccco3)c2=O)s1	MolPort-000-116-551	InChI=1S/C20H23N3O3S2/c1-13-10-16-18(28-13)22-20(23(19(16)25)11-15-8-5-9-26-15)27-12-17(24)21-14-6-3-2-4-7-14/h5,8-10,14H,2-4,6-7,11-12H2,1H3,(H,21,24)	SJWUASKVDZYHJN-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	10
CCC1=CC2=C(S1)N=C(SCC(=O)C1=CC=C(F)C=C1)N(CC1=CC=CO1)C2=O	CCc1cc2c(nc(SCC(=O)c3ccc(F)cc3)n(Cc3ccco3)c2=O)s1	MolPort-000-116-553	InChI=1S/C21H17FN2O3S2/c1-2-16-10-17-19(29-16)23-21(24(20(17)26)11-15-4-3-9-27-15)28-12-18(25)13-5-7-14(22)8-6-13/h3-10H,2,11-12H2,1H3	IERLRIOPFJNVBU-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	10
CCC1=CC2=C(S1)N=C(SCC(=O)C1=CC=C(OC)C=C1)N(CC1=CC=CO1)C2=O	CCc1cc2c(nc(SCC(=O)c3ccc(OC)cc3)n(Cc3ccco3)c2=O)s1	MolPort-000-116-554	InChI=1S/C22H20N2O4S2/c1-3-17-11-18-20(30-17)23-22(24(21(18)26)12-16-5-4-10-28-16)29-13-19(25)14-6-8-15(27-2)9-7-14/h4-11H,3,12-13H2,1-2H3	HBNJUGLYZXEIKV-UHFFFAOYSA-N	50 - 100	50 - 100	null	7
CCC1=CC2=C(S1)N=C(SCC(=O)C1=CC=CS1)N(CC1=CC=CO1)C2=O	CCc1cc2c(nc(SCC(=O)c3cccs3)n(Cc3ccco3)c2=O)s1	MolPort-000-116-555	InChI=1S/C19H16N2O3S3/c1-2-13-9-14-17(27-13)20-19(26-11-15(22)16-6-4-8-25-16)21(18(14)23)10-12-5-3-7-24-12/h3-9H,2,10-11H2,1H3	XKMXTCFZJPPSTI-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	10
CCC1=CC2=C(S1)N=C(SCC(N)=O)N(CC1=CC=CO1)C2=O	CCc1cc2c(nc(SCC(N)=O)n(Cc3ccco3)c2=O)s1	MolPort-000-116-558	InChI=1S/C15H15N3O3S2/c1-2-10-6-11-13(23-10)17-15(22-8-12(16)19)18(14(11)20)7-9-4-3-5-21-9/h3-6H,2,7-8H2,1H3,(H2,16,19)	ZBMWLUOHXHTXTQ-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	7
CCC1=CC2=C(S1)N=C(SCC#N)N(CC1=CC=CO1)C2=O	CCc1cc2c(nc(SCC#N)n(Cc3ccco3)c2=O)s1	MolPort-000-116-559	InChI=1S/C15H13N3O2S2/c1-2-11-8-12-13(22-11)17-15(21-7-5-16)18(14(12)19)9-10-4-3-6-20-10/h3-4,6,8H,2,7,9H2,1H3	NHEIEZSZOWQDRQ-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	10
CCC1=CC2=C(S1)N=C(SCC(=O)NC1=CC=CC=C1)N(CC1=CC=CO1)C2=O	CCc1cc2c(nc(SCC(=O)Nc3ccccc3)n(Cc3ccco3)c2=O)s1	MolPort-000-116-560	InChI=1S/C21H19N3O3S2/c1-2-16-11-17-19(29-16)23-21(24(20(17)26)12-15-9-6-10-27-15)28-13-18(25)22-14-7-4-3-5-8-14/h3-11H,2,12-13H2,1H3,(H,22,25)	GAHOXYXIVHMVQH-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	7
CCC1=CC2=C(S1)N=C(SCC(=O)NC1=C(F)C=CC=C1)N(CC1=CC=CO1)C2=O	CCc1cc2c(nc(SCC(=O)Nc3ccccc3F)n(Cc3ccco3)c2=O)s1	MolPort-000-116-561	InChI=1S/C21H18FN3O3S2/c1-2-14-10-15-19(30-14)24-21(25(20(15)27)11-13-6-5-9-28-13)29-12-18(26)23-17-8-4-3-7-16(17)22/h3-10H,2,11-12H2,1H3,(H,23,26)	TYUUXIAAQABOSW-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	7
CCC1=CC2=C(S1)N=C(SCC(=O)NC1=C(O)C=CC=C1)N(CC1=CC=CO1)C2=O	CCc1cc2c(nc(SCC(=O)Nc3ccccc3O)n(Cc3ccco3)c2=O)s1	MolPort-000-116-566	InChI=1S/C21H19N3O4S2/c1-2-14-10-15-19(30-14)23-21(24(20(15)27)11-13-6-5-9-28-13)29-12-18(26)22-16-7-3-4-8-17(16)25/h3-10,25H,2,11-12H2,1H3,(H,22,26)	GCBSTBOMBIPFHX-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	7
CCC1=CC2=C(S1)N=C(SCC(=O)NC1=CC(O)=CC=C1)N(CC1=CC=CO1)C2=O	CCc1cc2c(nc(SCC(=O)Nc3cccc(O)c3)n(Cc3ccco3)c2=O)s1	MolPort-000-116-567	InChI=1S/C21H19N3O4S2/c1-2-16-10-17-19(30-16)23-21(24(20(17)27)11-15-7-4-8-28-15)29-12-18(26)22-13-5-3-6-14(25)9-13/h3-10,25H,2,11-12H2,1H3,(H,22,26)	QTXKGEDKKYMJQQ-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	7
CCC1=CC2=C(S1)N=C(SCC(=O)NC1=NC=CS1)N(CC1=CC=CO1)C2=O	CCc1cc2c(nc(SCC(=O)Nc3nccs3)n(Cc3ccco3)c2=O)s1	MolPort-000-116-569	InChI=1S/C18H16N4O3S3/c1-2-12-8-13-15(28-12)21-18(22(16(13)24)9-11-4-3-6-25-11)27-10-14(23)20-17-19-5-7-26-17/h3-8H,2,9-10H2,1H3,(H,19,20,23)	GFTQGASTYPNARQ-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	7
CCC1=CC2=C(S1)N=C(SCC(=O)NCC1CCCO1)N(CC1=CC=CO1)C2=O	CCc1cc2c(nc(SCC(=O)NCC3CCCO3)n(Cc3ccco3)c2=O)s1	MolPort-000-116-570	InChI=1S/C20H23N3O4S2/c1-2-15-9-16-18(29-15)22-20(23(19(16)25)11-14-6-4-8-27-14)28-12-17(24)21-10-13-5-3-7-26-13/h4,6,8-9,13H,2-3,5,7,10-12H2,1H3,(H,21,24)	JPXHFIFSXPWHDK-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	7
CCC1=CC2=C(S1)N=C(SCC(=O)NC1CCCC1)N(CC1=CC=CO1)C2=O	CCc1cc2c(nc(SCC(=O)NC3CCCC3)n(Cc3ccco3)c2=O)s1	MolPort-000-116-571	InChI=1S/C20H23N3O3S2/c1-2-15-10-16-18(28-15)22-20(23(19(16)25)11-14-8-5-9-26-14)27-12-17(24)21-13-6-3-4-7-13/h5,8-10,13H,2-4,6-7,11-12H2,1H3,(H,21,24)	NCTOLXZAVSQRBP-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	10
CCOC(=O)CC(=O)CSC1=NC2=C(C=C(CC)S2)C(=O)N1CC1=CC=CO1	CCOC(=O)CC(=O)CSc1nc2sc(CC)cc2c(=O)n1Cc1ccco1	MolPort-000-116-572	InChI=1S/C19H20N2O5S2/c1-3-14-9-15-17(28-14)20-19(27-11-12(22)8-16(23)25-4-2)21(18(15)24)10-13-6-5-7-26-13/h5-7,9H,3-4,8,10-11H2,1-2H3	CLQATROTFGBUBP-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	10
CCC1=CC2=C(S1)N=C(SCC1=NNC(O)=C1)N(CC1=CC=CO1)C2=O	CCc1cc2c(nc(SCc3cc(O)[nH]n3)n(Cc3ccco3)c2=O)s1	MolPort-000-116-573	InChI=1S/C17H16N4O3S2/c1-2-12-7-13-15(26-12)18-17(25-9-10-6-14(22)20-19-10)21(16(13)23)8-11-4-3-5-24-11/h3-7H,2,8-9H2,1H3,(H2,19,20,22)	ZYZKBAOBIVXOET-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	7
CCC1=CC2=C(S1)N=C(SCC(=O)C1=CC=CC=C1)N(CC1=CC=CO1)C2=O	CCc1cc2c(nc(SCC(=O)c3ccccc3)n(Cc3ccco3)c2=O)s1	MolPort-000-116-574	InChI=1S/C21H18N2O3S2/c1-2-16-11-17-19(28-16)22-21(23(20(17)25)12-15-9-6-10-26-15)27-13-18(24)14-7-4-3-5-8-14/h3-11H,2,12-13H2,1H3	PUDPQPOBTMXFQF-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	10
CCC1=CC2=C(S1)N=C(SCC(=O)C1=CC=C(C)C=C1)N(CC1=CC=CO1)C2=O	CCc1cc2c(nc(SCC(=O)c3ccc(C)cc3)n(Cc3ccco3)c2=O)s1	MolPort-000-116-575	InChI=1S/C22H20N2O3S2/c1-3-17-11-18-20(29-17)23-22(24(21(18)26)12-16-5-4-10-27-16)28-13-19(25)15-8-6-14(2)7-9-15/h4-11H,3,12-13H2,1-2H3	YWYYXNFHNMMLKL-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	10
CC1=C(C)C2=C(S1)N=C(SCC(=O)C1=CC=C(C)C=C1)N(CC1=CC=CO1)C2=O	Cc1sc2nc(SCC(=O)c3ccc(C)cc3)n(Cc3ccco3)c(=O)c2c1C	MolPort-000-116-577	InChI=1S/C22H20N2O3S2/c1-13-6-8-16(9-7-13)18(25)12-28-22-23-20-19(14(2)15(3)29-20)21(26)24(22)11-17-5-4-10-27-17/h4-10H,11-12H2,1-3H3	WKJPUDIPEQIMHO-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	10
CCOC(=O)CSC1=NC2=C(C(C)=C(C)S2)C(=O)N1CC1=CC=CO1	CCOC(=O)CSc1nc2sc(C)c(C)c2c(=O)n1Cc1ccco1	MolPort-000-116-578	InChI=1S/C17H18N2O4S2/c1-4-22-13(20)9-24-17-18-15-14(10(2)11(3)25-15)16(21)19(17)8-12-6-5-7-23-12/h5-7H,4,8-9H2,1-3H3	QRSVRUUHAUCPKP-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	10
CC1=C(C)C2=C(S1)N=C(SCC#N)N(CC1=CC=CO1)C2=O	Cc1sc2nc(SCC#N)n(Cc3ccco3)c(=O)c2c1C	MolPort-000-116-579	InChI=1S/C15H13N3O2S2/c1-9-10(2)22-13-12(9)14(19)18(8-11-4-3-6-20-11)15(17-13)21-7-5-16/h3-4,6H,7-8H2,1-2H3	JPYIENWUIXMOAT-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	10
CC1=C(C)C2=C(S1)N=C(SCC(=O)NC1=CC=CC=C1)N(CC1=CC=CO1)C2=O	Cc1sc2nc(SCC(=O)Nc3ccccc3)n(Cc3ccco3)c(=O)c2c1C	MolPort-000-116-580	InChI=1S/C21H19N3O3S2/c1-13-14(2)29-19-18(13)20(26)24(11-16-9-6-10-27-16)21(23-19)28-12-17(25)22-15-7-4-3-5-8-15/h3-10H,11-12H2,1-2H3,(H,22,25)	BPYOQFOFTQIYFC-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	7
CC1=C(C)C2=C(S1)N=C(SCC(=O)NC1=C(O)C=CC=C1)N(CC1=CC=CO1)C2=O	Cc1sc2nc(SCC(=O)Nc3ccccc3O)n(Cc3ccco3)c(=O)c2c1C	MolPort-000-116-582	InChI=1S/C21H19N3O4S2/c1-12-13(2)30-19-18(12)20(27)24(10-14-6-5-9-28-14)21(23-19)29-11-17(26)22-15-7-3-4-8-16(15)25/h3-9,25H,10-11H2,1-2H3,(H,22,26)	YITSODIDPOGTCK-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	7
CC1=C(C)C2=C(S1)N=C(SCC(=O)NC1=CC(O)=CC=C1)N(CC1=CC=CO1)C2=O	Cc1sc2nc(SCC(=O)Nc3cccc(O)c3)n(Cc3ccco3)c(=O)c2c1C	MolPort-000-116-583	InChI=1S/C21H19N3O4S2/c1-12-13(2)30-19-18(12)20(27)24(10-16-7-4-8-28-16)21(23-19)29-11-17(26)22-14-5-3-6-15(25)9-14/h3-9,25H,10-11H2,1-2H3,(H,22,26)	CQGQGNQAEQOVSP-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	10
CC1=C(C)C2=C(S1)N=C(SCC(=O)NC1=CC=C(O)C=C1)N(CC1=CC=CO1)C2=O	Cc1sc2nc(SCC(=O)Nc3ccc(O)cc3)n(Cc3ccco3)c(=O)c2c1C	MolPort-000-116-584	InChI=1S/C21H19N3O4S2/c1-12-13(2)30-19-18(12)20(27)24(10-16-4-3-9-28-16)21(23-19)29-11-17(26)22-14-5-7-15(25)8-6-14/h3-9,25H,10-11H2,1-2H3,(H,22,26)	XHCRQDYFNJRWKM-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	10
CC1=C(C)C2=C(S1)N=C(SCC(=O)NC1=NC=CS1)N(CC1=CC=CO1)C2=O	Cc1sc2nc(SCC(=O)Nc3nccs3)n(Cc3ccco3)c(=O)c2c1C	MolPort-000-116-585	InChI=1S/C18H16N4O3S3/c1-10-11(2)28-15-14(10)16(24)22(8-12-4-3-6-25-12)18(21-15)27-9-13(23)20-17-19-5-7-26-17/h3-7H,8-9H2,1-2H3,(H,19,20,23)	VJIISYMTSGPAMA-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	7
CC1=C(C)C2=C(S1)N=C(SCC(=O)NCC1=CC=CC=C1)N(CC1=CC=CO1)C2=O	Cc1sc2nc(SCC(=O)NCc3ccccc3)n(Cc3ccco3)c(=O)c2c1C	MolPort-000-116-586	InChI=1S/C22H21N3O3S2/c1-14-15(2)30-20-19(14)21(27)25(12-17-9-6-10-28-17)22(24-20)29-13-18(26)23-11-16-7-4-3-5-8-16/h3-10H,11-13H2,1-2H3,(H,23,26)	ZXXUEQHTSIISGU-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	10
